"price","latitude","longitude","accommodates","bathrooms","bedrooms","minimum_nights","number_of_reviews","review_scores_rating","review_scores_location","review_scores_value"
69,51.47839,-0.10839,4,1,1,2,118,88,9,9
19,51.56607,0.01855,1,1,1,2,214,92,10,9
78,51.55012,-0.07125,2,1,1,3,129,98,10,10
65,51.41814,-0.07694,1,1,1,1,3,87,9,8
45,51.53986,-0.0223,2,1,1,2,29,99,9,9
152,51.49636,-0.00778,4,1,1,15,1,100,10,10
225,51.47814,-0.16645,4,2,3,2,48,96,10,9
62,51.56434,0.02424,4,1,2,3,67,94,9,9
66,51.53567,-0.0726,2,1.5,1,2,7,97,10,9
150,51.5218,-0.22172,2,1,1,2,12,98,10,9
65,51.60547,0.05412,3,1,1,1,1,100,10,10
30,51.58187,-0.07616,1,1.5,1,1,50,90,8,9
154,51.51323,-0.13279,4,1,2,3,148,98,10,10
49,51.54814,-0.08417,1,1,1,14,177,94,10,10
40,51.4478,-0.03822,2,1,1,2,135,99,10,10
50,51.50706,-0.32647,2,1,1,1,63,100,10,10
35,51.47412,-0.01103,2,1,1,1,191,95,10,10
53,51.56493,-0.13403,3,1.5,1,2,43,97,10,10
500,51.51299,-0.19159,3,2,1,3,46,96,10,9
64,51.51237,-0.13208,2,1.5,1,2,261,89,10,9
120,51.54963,-0.14793,5,1.5,3,7,4,85,8,8
78,51.55008,-0.073,2,1,1,3,141,97,10,10
48,51.46767,-0.16042,2,1,1,1,21,99,10,10
50,51.53975,-0.17057,1,1,1,1,326,96,10,10
38,51.52271,-0.20559,1,1.5,1,3,15,95,9,10
85,51.51984,-0.02253,2,1,1,3,63,96,10,9
85,51.53761,-0.09928,4,1,1,2,91,88,10,9
40,51.62603,-0.16015,2,1,1,1,2,100,10,10
93,51.52522,-0.08438,2,1,1,2,76,99,10,10
30,51.5701,0.07929,5,1,1,2,16,96,9,9
85,51.41859,-0.23031,3,1,1,2,38,93,10,9
128,51.53334,-0.06465,2,1,1,2,17,94,10,9
50,51.61685,-0.14893,2,1.5,1,2,3,93,9,10
66,51.54514,-0.05699,4,1,2,4,20,95,9,9
80,51.55577,-0.09557,2,1,1,1,13,100,9,9
74,51.5462,-0.05612,5,1,2,5,2,80,8,8
143,51.51748,-0.20363,6,2,3,5,52,88,10,9
320,51.54582,-0.07416,8,3,4,6,68,98,10,10
114,51.57863,0.17092,5,1,2,2,11,93,9,9
100,51.6171,-0.14769,4,1.5,2,2,6,93,9,9
49,51.39991,-0.04043,1,1,1,1,1,100,10,10
33,51.61454,-0.16329,1,1.5,1,1,22,98,9,10
26,51.53368,-0.04379,1,1,1,7,10,96,10,10
58,51.56571,-0.09854,2,1,1,2,52,98,10,10
72,51.48969,-0.09925,4,1.5,2,30,39,91,9,9
130,51.56741,-0.09945,2,1,1,2,22,94,10,9
39,51.46146,-0.02147,2,1,1,2,43,94,9,10
180,51.48206,-0.19119,4,1,2,3,34,96,9,9
34,51.56147,-0.04586,2,1,1,1,26,98,10,10
67,51.52731,-0.04472,2,1,1,2,64,96,9,10
35,51.4956,-0.22841,2,1,1,3,374,89,9,8
149,51.53731,-0.04191,7,1.5,3,2,49,96,10,9
150,51.52928,-0.06611,5,2.5,3,2,14,83,9,9
43,51.47227,-0.12684,2,1,1,2,12,100,9,10
45,51.54829,-0.07618,2,1,1,2,218,97,10,10
499,51.50272,-0.03795,2,1,1,1,2,100,10,10
30,51.50627,-0.21933,1,1,1,5,11,98,10,10
93,51.53115,-0.06372,1,1,1,2,41,92,9,9
30,51.57213,0.07815,1,1,1,4,30,88,8,9
28,51.47658,-0.11593,1,1,1,4,72,97,9,10
98,51.55692,-0.12601,2,1,1,1,51,90,9,9
90,51.52745,-0.12289,2,1.5,1,7,55,98,10,10
130,51.54963,-0.18125,2,2,1,2,88,94,10,9
299,51.51897,-0.14686,2,1.5,2,3,7,100,10,10
446,51.51947,-0.07273,4,1.5,1,1,3,100,10,10
40,51.56828,-0.2951,3,1,1,2,4,90,10,8
113,51.54326,-0.0711,7,1,5,2,89,99,10,10
51,51.5237,-0.05623,2,1,1,3,20,95,9,9
32,51.50366,-0.23652,1,1,1,2,33,95,9,9
50,51.42431,-0.20423,2,1.5,1,4,17,94,9,9
55,51.42284,-0.20052,4,1.5,1,4,10,94,10,10
55,51.4244,-0.20729,1,1.5,1,4,12,87,9,8
52,51.4234,-0.20739,2,1.5,1,4,9,98,10,10
110,51.58686,-0.14112,2,1,1,7,9,98,9,10
85,51.49301,0.07412,5,2,2,1,160,96,10,9
145,51.54316,-0.06483,4,1.5,2,14,44,95,9,9
30,51.50316,-0.27791,1,1,1,7,14,97,9,10
80,51.55407,-0.20921,2,1,1,2,76,98,9,10
200,51.53519,-0.02744,4,1,2,7,1,100,10,10
44,51.46467,-0.25565,2,1.5,1,1,44,99,10,10
280,51.46713,-0.15062,5,1,2,1,33,83,9,8
74,51.54331,-0.02746,4,1,2,5,8,90,9,10
43,51.54406,-0.19559,2,1,1,4,53,89,10,9
28,51.45697,-0.1188,1,1,1,7,14,99,10,10
40,51.49055,-0.11158,1,1,1,3,196,98,10,10
120,51.53658,-0.06123,3,1,2,2,57,94,10,9
89,51.52944,-0.09808,5,1,2,2,73,92,9,9
30,51.513,0.12603,2,1,1,3,16,98,8,10
55,51.58931,-0.25055,2,1,1,1,28,99,10,10
149,51.50377,-0.0747,3,1,1,5,18,96,10,9
30,51.56447,-0.11859,2,1,1,2,110,91,8,9
30,51.56222,-0.11226,2,1,1,2,240,92,10,9
70,51.56682,-0.0614,2,1,1,3,7,97,9,9
54,51.47386,-0.16397,2,1.5,1,1,366,96,10,10
150,51.5272,-0.07594,4,1,1,4,7,97,10,10
95,51.55358,-0.05539,5,2,2,3,13,97,9,9
55,51.53721,-0.07402,2,1.5,1,13,11,95,10,9
17,51.55436,0.03041,6,1.5,1,1,48,90,9,9
46,51.39968,-0.04121,2,1,1,1,1,100,8,8
66,51.55964,-0.11407,3,1,1,7,3,87,10,10
350,51.5308,-0.11117,6,2.5,3,4,8,97,10,9
39,51.55366,0.00908,2,1,1,1,30,98,9,10
70,51.61754,-0.02289,4,1,1,2,14,100,8,9
39,51.49162,-0.04589,3,1,1,1,113,85,8,8
60,51.58194,0.02604,2,1.5,1,3,9,98,10,10
34,51.40564,-0.09244,2,1.5,1,1,10,92,8,9
95,51.539,-0.13923,2,1,1,3,7,97,10,9
85,51.49783,-0.06874,2,2,2,3,38,93,10,9
150,51.49933,-0.18971,3,2,2,21,4,73,9,7
136,51.53518,-0.20319,7,1,2,3,64,92,9,9
80,51.48117,-0.01908,2,1,1,5,27,97,10,10
100,51.54593,-0.06961,2,1,1,3,103,98,9,10
44,51.55852,-0.04968,2,1,1,2,107,97,10,10
35,51.40458,-0.09256,2,1.5,1,1,10,100,10,10
95,51.51745,-0.09622,2,1.5,1,3,97,99,10,10
30,51.51569,-0.03622,3,1.5,1,1,3,100,9,9
225,51.50317,-0.21638,4,2,2,2,60,97,9,9
117,51.53834,-0.1147,3,1,2,2,82,95,9,9
54,51.41583,-0.14898,4,3,1,2,110,88,9,9
36,51.41848,-0.30356,2,1,1,2,105,94,10,10
87,51.51509,-0.0568,5,1,2,3,43,92,8,9
52,51.53147,-0.07424,2,1,1,3,270,97,10,10
150,51.46449,-0.08576,6,2,3,14,4,100,10,9
62,51.49262,-0.13123,4,1,1,2,169,93,10,10
140,51.53103,-0.06152,6,1,2,2,2,100,10,9
106,51.60589,-0.00256,6,1,3,3,10,83,9,8
100,51.4862,-0.10972,4,1,1,3,245,95,10,10
59,51.55923,-0.09879,2,1.5,1,3,45,86,9,9
170,51.48346,-0.12224,2,1,1,2,18,96,10,9
21,51.57208,0.00488,2,1,1,30,109,94,9,10
150,51.55491,-0.11496,6,1,2,4,25,99,10,10
180,51.52599,-0.04361,4,2,2,5,16,91,9,9
100,51.52656,-0.06402,2,1,1,7,48,87,9,9
66,51.52698,-0.19151,1,1,1,1,2,90,10,10
125,51.5768,-0.12525,4,2,1,4,4,100,10,10
34,51.54075,-0.05859,2,1,1,2,15,95,10,9
89,51.54654,-0.16441,4,1,2,3,117,90,10,9
75,51.49981,-0.07462,3,1,1,2,88,96,10,10
50,51.54609,-0.20163,3,1,1,1,550,92,10,9
38,51.50303,-0.23928,2,1.5,1,2,44,98,10,9
500,51.45899,-0.12032,8,1.5,4,2,5,100,10,10
99,51.47531,-0.10403,4,2,2,5,5,100,9,10
39,51.4945,-0.10442,2,1,1,2,242,88,10,9
113,51.54561,-0.06058,4,1.5,2,2,31,97,10,10
30,51.58115,-0.3583,1,1,1,4,4,100,10,10
130,51.44182,-0.13239,4,1,2,7,13,100,10,10
84,51.47334,-0.15546,6,1,2,4,85,86,8,8
45,51.52773,-0.07364,2,1,1,1,100,91,10,9
103,51.52216,-0.21614,2,1,1,3,134,96,9,9
50,51.55447,-0.08829,2,1,1,1,2,100,10,10
150,51.44331,-0.17193,7,2,3,4,4,100,10,10
335,51.48719,-0.01154,9,3,5,6,15,96,10,9
225,51.52306,-0.13705,2,1,1,5,222,96,10,9
40,51.59619,-0.01722,2,1,1,3,13,98,9,10
60,51.41663,-0.14055,2,1,1,2,9,93,10,10
81,51.47355,-0.15625,7,1,2,5,30,90,9,9
180,51.52225,-0.07374,4,1,2,4,33,94,10,9
79,51.52101,-0.10598,2,1,1,14,29,91,9,9
67,51.54757,-0.10591,4,1,1,3,94,97,10,10
130,51.53761,-0.00079,6,1,2,2,21,97,10,10
20,51.41087,-0.21714,1,1,1,2,96,93,9,9
100,51.57249,-0.13319,2,1,1,14,8,97,9,9
22,51.40803,-0.21331,1,1,1,5,29,97,9,10
22,51.65767,-0.09264,1,1.5,1,3,150,96,10,10
32,51.51039,-0.32348,2,1,1,2,27,89,9,9
95,51.48802,-0.10898,5,1.5,2,5,28,85,9,9
20,51.60564,-0.07391,1,1,1,1,6,92,10,10
30,51.44005,-0.12079,1,1.5,1,2,84,93,9,9
120,51.48923,-0.20681,3,1.5,2,5,45,93,9,9
52,51.48106,-0.25897,4,1,2,5,10,97,9,10
45,51.56251,-0.10903,1,1,1,3,33,98,10,10
190,51.57527,0.03113,7,3,3,3,168,94,10,9
165,51.53956,-0.05472,2,1,1,3,27,92,10,9
50,51.55014,-0.04215,2,1.5,1,14,16,99,9,10
40,51.53576,-0.00255,2,1,1,1,20,99,10,10
114,51.52944,-0.02079,5,2,2,9,18,99,9,10
28,51.58973,-0.08509,1,1,1,1,57,93,9,9
95,51.52288,-0.13958,2,1,1,6,46,98,10,9
96,51.53372,-0.11561,6,1,2,2,7,100,10,10
55,51.53468,-0.20517,1,1.5,1,2,7,94,10,10
75,51.54162,-0.15908,2,1,1,2,11,98,10,10
35,51.548,-0.23357,2,1,1,3,37,95,9,10
61,51.43331,-0.12404,8,2,4,14,176,97,10,10
29,51.43872,0.00515,2,2,1,2,187,95,9,10
31,51.57774,-0.07622,1,1,1,2,131,99,9,10
113,51.52804,-0.07533,4,1,2,1,198,87,10,9
40,51.54739,0.02045,2,1,1,2,86,97,9,10
200,51.51649,-0.19588,6,3,2,4,55,96,10,9
140,51.52728,-0.0725,4,1.5,2,3,66,98,10,10
35,51.44078,-0.12776,2,1,1,1,26,98,10,9
79,51.54631,-0.06639,2,1,1,3,15,94,10,10
35,51.52661,-0.33616,3,2,1,7,204,97,9,10
86,51.57255,-0.11499,4,1,1,60,13,93,9,9
40,51.53375,0.00468,2,1,1,7,14,84,9,9
35,51.44108,0.00774,1,2,1,1,14,94,9,9
120,51.55976,-0.1642,2,1,1,3,3,100,10,10
60,51.64536,-0.20786,2,2.5,1,1,78,99,10,10
150,51.60078,0.03549,7,1.5,4,7,3,93,10,9
25,51.48868,-0.06669,2,1,1,3,55,90,9,9
36,51.54751,-0.11979,1,1,1,7,43,96,9,9
88,51.57752,-0.11452,4,1,2,4,25,97,10,10
46,51.54714,-0.04175,2,1,1,1,12,90,9,9
46,51.55659,-0.19488,2,2,1,3,19,92,10,9
118,51.59003,-0.1232,5,1,3,5,4,87,10,9
63,51.54744,-0.1649,1,1,1,3,83,99,10,10
45,51.52019,-0.04864,2,1,1,120,6,95,10,8
62,51.52918,-0.12267,7,1.5,3,5,64,86,9,8
310,51.55831,-0.12554,10,2.5,5,4,29,99,9,9
38,51.50658,-0.24802,2,1,1,2,278,98,10,10
34,51.51777,-0.28271,2,1,1,3,50,94,10,9
25,51.52317,-0.04433,2,1,1,2,1,77,8,8
35,51.48645,-0.20447,2,1,1,1,177,92,9,9
54,51.53949,-0.20081,2,1.5,1,2,24,98,10,9
86,51.53945,-0.20087,2,1,1,2,2,80,9,6
35,51.43193,-0.06501,2,1,1,1,9,93,9,9
140,51.52207,-0.15998,4,1,1,2,38,97,10,10
901,51.49501,-0.13894,8,3,4,186,1,100,10,8
39,51.56094,-0.08394,2,1,1,2,213,96,10,10
40,51.5626,-0.05722,2,1,1,3,25,84,9,9
78,51.49938,-0.09344,2,1,1,1,8,93,9,8
40,51.54735,0.00428,2,1,1,3,9,98,10,10
65,51.53241,-0.19699,3,1,1,3,64,98,9,9
130,51.55734,-0.04576,8,2,4,7,7,91,9,9
45,51.58778,-0.37367,2,0,1,1,13,92,9,8
499,51.48517,-0.12088,6,3.5,3,5,26,97,9,10
59,51.45349,-0.10876,4,1,2,14,13,93,9,9
22,51.54803,-0.25318,2,1.5,1,3,98,88,8,9
130,51.52491,-0.11562,2,1,1,4,134,96,10,9
35,51.42715,-0.14573,2,1,1,2,248,98,10,10
100,51.44341,-0.10758,2,1,1,3,229,96,9,9
110,51.55426,-0.08845,5,1,2,4,12,100,10,10
50,51.49461,-0.20514,2,1.5,1,2,94,97,10,10
63,51.49557,-0.22843,4,1,1,3,153,91,9,9
24,51.57219,0.00285,2,1,1,2,79,90,9,9
113,51.508,-0.19934,2,1,1,5,13,98,10,10
89,51.49308,-0.19,2,1,1,14,22,89,10,9
69,51.50745,-0.23028,4,1,1,2,22,93,10,9
116,51.41617,-0.17562,5,1,2,3,7,80,9,7
75,51.49565,-0.22828,4,1,1,3,214,92,10,9
275,51.4527,-0.09571,6,1.5,3,1,1,100,10,10
65,51.55312,-0.09048,3,1,1,4,4,90,10,9
99,51.54588,-0.13577,3,1,1,2,121,98,10,10
47,51.59409,-0.02198,4,1,1,4,3,100,10,10
90,51.54349,-0.10468,2,1,1,25,58,94,10,9
13,51.534,-0.0358,1,1.5,1,21,101,97,9,10
76,51.53764,-0.08473,2,1,1,3,23,96,9,10
27,51.52184,0.0211,2,1,1,2,10,90,9,9
84,51.46786,-0.08132,4,1,1,5,43,94,9,9
64,51.44605,-0.12151,2,2,1,2,22,92,9,9
135,51.52933,-0.08131,3,1,1,2,90,94,10,9
30,51.54928,-0.07584,2,2,1,2,50,97,9,10
149,51.59994,-0.13742,8,2,3,3,13,92,9,9
49,51.46807,-0.07371,2,1,1,5,35,90,8,9
118,51.50196,-0.1071,6,2,3,2,70,92,10,9
35,51.49033,-0.20672,2,1,1,14,1,100,10,10
50,51.51794,-0.07518,1,1,1,2,238,96,10,10
49,51.57708,0.02168,2,1.5,1,1,38,91,10,9
60,51.53356,-0.07436,2,1,1,14,2,100,8,8
20,51.4295,0.01841,1,1,1,3,31,91,9,9
229,51.44147,-0.17441,8,3.5,5,3,40,95,9,9
31,51.54334,-0.09568,2,1,1,60,18,95,9,9
140,51.45269,-0.14011,4,1,2,4,80,97,10,10
65,51.5606,-0.09814,2,1,1,2,74,94,10,9
176,51.56005,-0.09939,6,2,2,2,27,97,9,9
139,51.54785,-0.00536,2,1,1,2,71,99,10,10
95,51.44875,-0.16056,2,1,1,4,104,98,10,10
115,51.51975,-0.07389,2,1,1,1,233,94,10,9
95,51.46604,-0.11934,6,2,2,3,72,93,9,9
39,51.53178,-0.05817,1,1,1,2,31,98,10,10
28,51.64787,-0.04278,2,2,1,2,27,99,10,10
100,51.53113,-0.11632,4,1,1,3,78,97,10,9
165,51.49919,-0.08298,5,2,2,14,51,96,10,9
135,51.49779,-0.21334,4,1,2,4,78,94,9,9
99,51.48245,-0.1479,3,1,1,1,13,95,10,10
60,51.53801,-0.00059,4,1,1,2,30,89,10,9
60,51.49659,-0.09963,2,1,1,2,11,82,9,9
70,51.48567,-0.09484,3,1.5,1,6,23,97,10,10
220,51.50898,-0.23212,8,1.5,4,6,12,88,9,9
180,51.50153,0.03033,4,1,2,2,25,95,9,9
54,51.44102,-0.10707,2,1,1,18,42,92,9,9
149,51.5288,-0.06342,1,1,1,6,7,97,9,9
126,51.51937,-0.09563,2,1.5,1,7,24,97,10,9
150,51.53623,-0.07754,3,1.5,1,5,2,100,9,8
99,51.54918,-0.1653,4,1,2,1,24,94,10,9
59,51.53006,-0.04295,1,1,1,2,54,98,10,10
140,51.45888,-0.16357,8,2,2,100,33,97,10,9
300,51.45026,-0.05852,12,3,5,6,8,95,9,10
48,51.53019,-0.07308,2,1,1,2,75,95,10,10
41,51.48928,-0.11603,1,1,1,4,10,98,10,9
50,51.56044,-0.00422,2,1,1,2,19,94,8,9
78,51.55752,-0.04611,5,2.5,3,5,5,100,8,9
34,51.57749,-0.07637,2,1,1,2,275,97,9,10
50,51.56713,-0.00465,2,1,1,2,20,95,9,9
200,51.5426,-0.10939,4,1,2,1,1,100,10,10
26,51.44954,-0.005,1,1,1,28,9,91,9,9
125,51.49268,-0.11766,4,1,2,3,82,93,10,9
55,51.42738,-0.07867,4,1,2,3,8,80,8,8
89,51.52886,-0.05158,2,1,1,7,96,96,9,10
18,51.5483,-0.36191,2,1,1,3,46,97,9,10
25,51.42348,0.018,2,1,1,1,13,100,9,10
20,51.53388,-0.03467,2,1.5,1,14,75,94,9,9
100,51.52896,-0.12289,4,1,2,7,6,83,9,8
35,51.46016,-0.18635,1,1.5,1,1,159,96,10,10
110,51.52475,-0.14456,2,1,1,2,89,92,10,9
65,51.52654,-0.08703,2,1,1,2,57,96,10,10
428,51.44458,-0.12119,6,2.5,4,5,14,90,9,9
95,51.47534,-0.13201,2,1,1,3,15,99,9,10
40,51.56929,0.06433,4,1,1,2,128,97,9,10
60,51.47979,-0.16663,2,1,1,2,308,99,10,10
35,51.42344,-0.06426,2,1,1,1,11,96,9,10
25,51.44558,-0.14839,2,0,1,7,60,95,10,10
162,51.52525,-0.08165,2,1,1,14,12,95,10,8
120,51.58507,-0.24658,4,1,1,7,10,90,9,8
131,51.51659,-0.06498,6,1,2,3,296,96,9,9
300,51.50105,-0.12954,4,2,2,2,26,97,10,9
40,51.54229,0.0093,2,1,1,1,3,100,9,10
75,51.49691,-0.19696,2,1,1,7,55,91,10,10
48,51.51415,-0.18854,2,2.5,1,1,156,94,10,10
102,51.49276,-0.19979,5,2,2,3,66,90,10,9
119,51.53453,-0.0871,2,1,1,5,46,99,10,10
108,51.53056,-0.07898,2,1,1,7,309,94,10,9
48,51.55892,0.07798,2,2.5,2,25,9,93,9,10
49,51.5589,-0.14098,2,1,1,7,144,94,10,9
42,51.5579,-0.01057,2,2,1,1,4,100,10,10
65,51.51749,-0.19832,3,1,1,7,168,94,10,9
30,51.55805,-0.13233,1,1,1,1,19,93,9,9
137,51.5462,-0.10491,5,1,1,59,49,86,9,8
200,51.49949,-0.18519,3,1,1,6,6,96,10,10
40,51.47321,-0.04826,2,1,1,1,7,97,9,10
38,51.53713,-0.07692,1,1.5,1,5,28,91,10,9
35,51.53696,-0.07708,2,1,1,5,44,89,10,9
93,51.5145,-0.1837,2,1,1,3,215,99,10,10
35,51.60636,-0.11922,2,1,1,3,45,96,9,10
18,51.5796,0.1681,1,1,1,2,43,93,9,9
75,51.49953,-0.24555,2,0,1,1,85,96,10,10
150,51.49753,-0.24572,4,1,1,1,20,93,10,9
99,51.54629,-0.22729,6,1,1,2,76,94,9,9
49,51.57041,-0.14218,2,1.5,1,7,44,91,10,9
19,51.44355,0.04179,1,1,1,15,13,97,10,10
18,51.52465,0.02598,1,1,1,2,12,94,9,10
60,51.44845,-0.11136,2,1,1,3,8,97,9,10
50,51.4734,-0.16316,2,1,1,2,3,87,10,9
34,51.55184,-0.05474,2,1,1,1,59,97,10,10
41,51.48019,0.06684,2,1.5,1,2,46,97,9,10
45,51.5158,-0.06411,2,1,1,1,379,96,10,10
91,51.54831,-0.06191,2,1,1,3,18,98,9,9
150,51.55092,-0.11425,5,1,1,3,35,98,10,10
197,51.49786,-0.09415,4,1,2,7,48,96,10,9
96,51.49307,-0.16634,2,1,1,1,205,87,10,9
139,51.49336,-0.16865,6,1,2,180,45,86,10,8
199,51.51813,-0.19603,4,1,1,2,2,100,10,10
68,51.51525,-0.16606,2,1,1,1,465,92,10,9
32,51.56217,-0.07184,1,1,1,4,33,92,9,9
219,51.50002,-0.21086,5,1,2,2,3,50,9,4
71,51.53946,-0.05604,4,1,1,3,16,96,9,10
80,51.45511,-0.10583,4,1,1,4,11,93,9,9
91,51.46357,-0.10041,2,1,1,4,42,93,9,9
45,51.52436,-0.19924,2,1,1,1,3,100,9,10
35,51.52426,-0.19809,1,1,1,1,56,98,10,10
200,51.51064,-0.18539,5,2,3,5,11,96,10,9
100,51.50458,-0.19337,2,1.5,1,3,231,95,10,10
90,51.51675,-0.07352,4,1,1,1,42,98,10,10
88,51.5643,-0.04775,2,1,1,21,43,100,10,10
44,51.55406,-0.11737,2,1,1,1,650,99,10,10
286,51.52179,-0.1764,4,2,2,30,48,97,10,10
50,51.51554,-0.20872,2,1,2,5,5,100,10,9
69,51.49259,-0.16505,2,1,1,2,109,97,10,9
79,51.54502,-0.13524,3,1,1,5,124,89,10,9
249,51.55151,-0.10322,5,2,3,10,4,100,10,10
180,51.53832,-0.07626,6,1,2,3,139,97,10,8
60,51.55874,-0.28563,1,1,1,1,8,90,10,8
90,51.55962,-0.08277,2,1,1,3,85,99,10,10
63,51.5189,-0.21161,2,1,1,3,5,100,10,9
110,51.56883,-0.26054,4,1,1,3,32,97,9,9
30,51.55357,-0.0575,1,1,1,1,114,96,9,10
54,51.49913,-0.1149,6,1,1,6,52,96,10,10
180,51.48527,-0.16738,2,1,1,2,10,88,10,9
55,51.53717,-0.05295,2,1,1,3,1,97,10,10
75,51.49905,-0.24618,2,0,1,1,107,96,10,10
115,51.49846,-0.24519,2,1,1,1,22,98,10,10
56,51.55541,0.0201,1,1,1,3,38,96,9,9
90,51.53702,-0.20106,3,1.5,1,3,59,96,10,9
41,51.55673,0.02128,2,1,1,3,25,97,9,10
69,51.4805,-0.2075,2,1,1,4,29,97,10,10
110,51.42924,-0.21411,2,1,1,3,33,97,10,9
84,51.52215,-0.26011,7,2,3,2,232,87,9,9
37,51.46034,-0.00722,2,2,1,3,86,96,10,10
285,51.51058,-0.20609,4,2.5,2,1,7,92,10,9
45,51.5297,-0.07298,2,1,1,2,204,92,10,9
50,51.48952,-0.11233,2,1,1,28,348,92,10,10
125,51.50511,-0.0929,4,1,1,3,60,100,10,10
91,51.52387,-0.09212,2,1,1,3,69,93,10,9
45,51.55429,-0.07637,2,1,1,6,1,100,10,8
100,51.56122,-0.08318,4,1,2,2,2,90,8,8
50,51.47983,0.01041,2,1,1,2,139,98,10,10
130,51.56792,-0.09663,2,1,1,2,6,96,10,9
120,51.52833,-0.17892,3,1,2,3,7,91,10,10
55,51.43613,-0.05112,4,1,1,4,11,98,9,10
90,51.56787,-0.09807,2,1,1,2,9,96,10,9
65,51.54955,-0.22121,3,1,1,3,72,95,10,9
60,51.54118,0.01028,2,1,1,2,21,90,9,9
23,51.59204,0.00091,1,1,1,14,31,96,9,9
32,51.5271,-0.05691,1,0,1,10,101,96,10,9
29,51.46207,-0.00689,2,1,1,3,133,97,10,10
48,51.52296,-0.09446,2,1,1,2,2,60,8,4
35,51.521,-0.2253,2,1.5,1,3,119,97,9,10
35,51.52192,-0.22557,1,1.5,1,3,173,97,9,9
57,51.48476,0.02757,4,1,1,1,157,85,9,8
35,51.48135,0.03198,1,1.5,1,1,28,93,9,9
44,51.53735,-0.07938,1,1,1,3,58,94,10,10
79,51.52209,-0.10567,2,1,1,14,29,96,10,9
67,51.49847,-0.11111,5,1,1,90,103,92,10,9
103,51.51751,-0.1961,2,1,1,4,100,96,10,10
35,51.56915,0.01276,2,1.5,1,1,6,100,10,9
32,51.56775,0.01469,2,1.5,1,1,7,93,10,8
50,51.53213,-0.08882,2,1,1,1,388,88,9,8
95,51.55953,-0.2859,2,1,1,1,93,100,10,10
85,51.52385,-0.11775,2,1,1,14,23,95,10,9
70,51.52411,-0.11777,2,1.5,1,28,17,86,10,9
120,51.5473,-0.07134,3,1,3,14,11,98,10,10
45,51.52665,-0.07465,2,1,1,1,92,90,10,9
26,51.59579,0.00231,2,1,1,14,26,93,9,9
110,51.55775,-0.08725,4,1,2,7,2,97,10,10
50,51.55582,-0.09467,2,1,1,1,19,98,9,9
243,51.51559,-0.18145,6,2,2,2,4,75,9,7
90,51.52977,-0.08597,2,1,1,25,6,97,10,9
30,51.52298,0.04151,2,1.5,1,5,11,96,9,9
250,51.51334,-0.12649,5,1,2,3,163,97,10,9
57,51.57115,-0.29963,5,1,1,1,37,96,10,9
305,51.51385,-0.13285,2,1,1,3,64,93,10,9
68,51.55419,-0.0704,2,1,1,4,11,93,9,9
29,51.47545,-0.02474,1,1.5,1,1,189,98,10,10
44,51.44306,-0.0632,2,1,1,4,9,96,9,10
49,51.60747,-0.3728,2,1,1,1,6,75,8,6
250,51.51461,-0.2026,5,1,2,4,245,92,10,9
24,51.42831,-0.10956,2,1,1,2,26,85,9,8
88,51.43483,-0.22051,2,1,1,1,3,100,10,10
219,51.49792,-0.208,6,1,2,2,4,80,9,8
243,51.51816,-0.19579,6,2,2,2,4,60,10,8
42,51.41743,-0.30365,3,1,1,2,57,98,10,10
219,51.50063,-0.21418,6,1,2,2,3,80,8,8
105,51.59866,-0.11716,4,1,1,2,3,100,9,9
122,51.51223,-0.12534,4,1,1,28,109,90,10,9
200,51.5358,-0.22853,7,1,4,2,1,77,6,8
75,51.5636,-0.00388,4,1,1,7,47,94,9,9
34,51.55741,-0.00962,2,1,1,1,158,94,10,10
27,51.55851,-0.00967,1,1,1,1,130,98,10,10
30,51.56105,-0.04624,2,1,1,1,42,97,9,9
60,51.47859,-0.41097,3,1,1,12,123,87,8,8
120,51.46612,-0.11853,4,1,2,3,77,98,10,10
131,51.46716,-0.12017,6,1,2,3,39,97,9,9
26,51.59643,-0.33165,2,1,1,2,39,92,9,10
179,51.51242,-0.07256,6,1.5,2,2,258,97,10,9
90,51.54801,-0.1709,2,1,1,2,12,95,10,9
50,51.62596,-0.16194,2,1,1,1,3,100,10,10
69,51.64561,-0.14412,2,1,1,1,7,97,10,10
150,51.49984,0.03124,4,1,2,2,53,95,9,9
148,51.5219,-0.13804,3,1,1,4,24,91,10,9
120,51.44608,-0.12414,2,1.5,1,1,12,92,9,9
48,51.60365,-0.14344,2,1,1,6,76,89,9,9
150,51.52093,-0.15227,2,1,1,1,64,97,10,10
200,51.51182,-0.18752,6,2.5,3,3,163,90,10,9
29,51.48738,-0.37545,1,1,1,3,4,90,9,9
28,51.48523,-0.36805,1,1,1,2,12,96,9,9
45,51.47691,-0.17961,2,1,1,2,78,95,10,10
36,51.52729,-0.06134,2,1,1,2,88,98,10,10
40,51.4947,-0.22822,2,1.5,1,1,63,93,10,9
55,51.46194,-0.15353,1,1,1,3,266,98,10,10
99,51.42303,-0.13018,9,1,2,3,77,89,9,9
89,51.48904,-0.05882,5,1,1,1,434,97,10,10
35,51.47134,-0.032,1,2,1,2,54,97,9,9
79,51.64553,-0.14404,2,1,1,1,9,85,9,10
37,51.48538,0.03237,2,1,1,1,33,98,10,10
56,51.51518,-0.19108,1,1,1,3,55,92,10,9
48,51.51517,-0.19103,1,1,1,3,13,95,10,10
219,51.50305,-0.21296,6,1,2,2,6,72,8,8
